s,ds_wake,m_wake
3.976232,4.515949e-03,-4.433162e-05
4.006214,4.514762e-03,-4.304249e-05
4.036196,4.513610e-03,-4.194721e-05
4.066178,4.512493e-03,-4.055614e-05
4.096161,4.511408e-03,-3.939252e-05
4.126143,4.510355e-03,-3.818348e-05
4.156125,4.509334e-03,-3.693194e-05
4.186107,4.508342e-03,-3.579699e-05
4.216090,4.507380e-03,-3.470879e-05
4.246072,4.506446e-03,-3.370433e-05
4.276054,4.505540e-03,-3.284803e-05
4.306036,4.504661e-03,-3.197999e-05
4.336019,4.503808e-03,-3.090202e-05
4.366001,4.502980e-03,-3.020435e-05
4.395983,4.502176e-03,-2.919978e-05
4.425965,4.501396e-03,-2.840999e-05
4.455948,4.500639e-03,-2.778042e-05
4.485930,4.499904e-03,-2.683178e-05
4.515912,4.499191e-03,-2.609423e-05
4.545894,4.498500e-03,-2.555427e-05
4.575877,4.497828e-03,-2.473373e-05
4.605859,4.497177e-03,-2.414219e-05
4.635841,4.496544e-03,-2.339002e-05
4.665823,4.495931e-03,-2.275884e-05
4.695806,4.495335e-03,-2.220788e-05
4.725788,4.494757e-03,-2.154763e-05
4.755770,4.494197e-03,-2.074908e-05
4.785752,4.493652e-03,-2.040559e-05
4.815735,4.493124e-03,-1.971622e-05
4.845717,4.492611e-03,-1.900125e-05
4.875699,4.492114e-03,-1.872692e-05
4.905681,4.491631e-03,-1.812247e-05
4.935664,4.491163e-03,-1.762082e-05
4.965646,4.490708e-03,-1.703708e-05
4.995628,4.490267e-03,-1.661270e-05
5.025610,4.489839e-03,-1.608680e-05
5.055592,4.489423e-03,-1.545121e-05
5.085575,4.489020e-03,-1.509760e-05
5.115557,4.488628e-03,-1.475458e-05
5.145539,4.488249e-03,-1.427685e-05
5.175521,4.487880e-03,-1.390967e-05
5.205504,4.487522e-03,-1.327875e-05
5.235486,4.487175e-03,-1.318365e-05
5.265468,4.486838e-03,-1.275710e-05
5.295450,4.486511e-03,-1.226160e-05
5.325433,4.486194e-03,-1.200975e-05
5.355415,4.485886e-03,-1.177079e-05
5.385397,4.485587e-03,-1.114044e-05
5.415379,4.485297e-03,-1.090321e-05
5.445362,4.485016e-03,-1.070270e-05
5.475344,4.484743e-03,-1.040394e-05
5.505326,4.484478e-03,-1.017776e-05
5.535308,4.484221e-03,-9.966132e-06
5.565291,4.483971e-03,-9.774035e-06
5.595273,4.483729e-03,-9.575032e-06
5.625255,4.483494e-03,-9.397020e-06
5.655237,4.483265e-03,-8.950106e-06
5.685220,4.483044e-03,-8.795145e-06
5.715202,4.482829e-03,-8.606652e-06
5.745184,4.482621e-03,-8.278407e-06
5.775166,4.482418e-03,-8.002493e-06
5.805149,4.482222e-03,-7.798215e-06
5.835131,4.482031e-03,-7.599672e-06
5.865113,4.481846e-03,-7.302927e-06
5.895095,4.481667e-03,-7.149364e-06
5.925078,4.481493e-03,-6.998946e-06
5.955060,4.481324e-03,-6.810102e-06
5.985042,4.481160e-03,-6.645242e-06
6.015024,4.481000e-03,-6.492193e-06
6.045007,4.480846e-03,-6.329602e-06
6.074989,4.480696e-03,-6.189700e-06
6.104971,4.480550e-03,-6.010391e-06
6.134953,4.480409e-03,-5.622639e-06
6.164936,4.480272e-03,-5.503512e-06
6.194918,4.480139e-03,-5.361423e-06
6.224900,4.480010e-03,-5.166335e-06
6.254882,4.479885e-03,-5.003314e-06
6.284865,4.479763e-03,-4.867414e-06
6.314847,4.479645e-03,-4.768080e-06
6.344829,4.479531e-03,-4.650296e-06
6.374811,4.479420e-03,-4.592369e-06
6.404794,4.479312e-03,-4.532714e-06
6.434776,4.479207e-03,-4.454652e-06
6.464758,4.479106e-03,-4.422089e-06
6.494740,4.479007e-03,-4.350015e-06
6.524723,4.478912e-03,-4.256721e-06
6.554705,4.478819e-03,-4.152199e-06
6.584687,4.478729e-03,-4.036456e-06
6.614669,4.478641e-03,-3.912259e-06
6.644652,4.478557e-03,-3.788967e-06
6.674634,4.478474e-03,-3.691294e-06
6.704616,4.478394e-03,-3.588671e-06
6.734598,4.478317e-03,-3.468805e-06
6.764581,4.478242e-03,-3.364666e-06
6.794563,4.478169e-03,-3.289802e-06
6.824545,4.478098e-03,-3.214382e-06
6.854527,4.478029e-03,-3.141488e-06
6.884510,4.477962e-03,-3.076377e-06
6.914492,4.477897e-03,-2.997737e-06
6.944474,4.477835e-03,-2.921499e-06
6.974456,4.477774e-03,-2.866362e-06
7.004438,4.477714e-03,-2.812647e-06
7.034421,4.477657e-03,-2.751075e-06
7.064403,4.477601e-03,-2.681175e-06
7.094385,4.477547e-03,-2.633201e-06
7.124367,4.477495e-03,-2.573034e-06
7.154350,4.477444e-03,-2.522938e-06
7.184332,4.477394e-03,-2.431340e-06
7.214314,4.477346e-03,-2.400817e-06
7.244296,4.477300e-03,-2.283957e-06
7.274279,4.477254e-03,-2.233741e-06
7.304261,4.477211e-03,-2.186008e-06
7.334243,4.477168e-03,-2.105083e-06
7.364225,4.477127e-03,-2.052532e-06
7.394208,4.477087e-03,-1.991683e-06
7.424190,4.477048e-03,-1.933108e-06
7.454172,4.477010e-03,-1.882606e-06
7.484154,4.476973e-03,-1.832409e-06
7.514137,4.476938e-03,-1.790227e-06
7.544119,4.476903e-03,-1.751025e-06
7.574101,4.476870e-03,-1.705037e-06
7.604083,4.476837e-03,-1.628475e-06
7.634066,4.476806e-03,-1.549801e-06
7.664048,4.476775e-03,-1.500663e-06
7.694030,4.476745e-03,-1.443096e-06
7.724012,4.476717e-03,-1.399818e-06
7.753995,4.476689e-03,-1.366242e-06
7.783977,4.476662e-03,-1.337162e-06
7.813959,4.476635e-03,-1.301987e-06
7.843941,4.476610e-03,-1.313825e-06
7.873924,4.476585e-03,-1.318951e-06
7.903906,4.476561e-03,-1.304604e-06
7.933888,4.476537e-03,-1.297107e-06
7.963870,4.476515e-03,-1.240759e-06
7.993853,4.476493e-03,-1.179503e-06
8.023835,4.476471e-03,-1.131242e-06
8.053817,4.476451e-03,-1.096894e-06
8.083799,4.476430e-03,-1.057144e-06
8.113782,4.476411e-03,-1.041764e-06
8.143764,4.476392e-03,-1.041895e-06
8.173746,4.476374e-03,-1.032993e-06
8.203728,4.476356e-03,-1.039820e-06
8.233711,4.476338e-03,-1.059679e-06
8.263693,4.476322e-03,-1.036339e-06
8.293675,4.476305e-03,-9.882299e-07
8.323657,4.476290e-03,-9.383982e-07
8.353640,4.476274e-03,-8.953548e-07
8.383622,4.476259e-03,-8.638494e-07
8.413604,4.476245e-03,-8.264460e-07
8.443586,4.476231e-03,-7.931822e-07
8.473569,4.476217e-03,-7.643036e-07
8.503551,4.476204e-03,-7.377661e-07
8.533533,4.476191e-03,-7.263919e-07
8.563515,4.476179e-03,-7.303096e-07
8.593498,4.476167e-03,-7.447656e-07
8.623480,4.476155e-03,-7.232568e-07
8.653462,4.476143e-03,-6.931733e-07
8.683444,4.476132e-03,-7.063066e-07
8.713427,4.476122e-03,-7.374803e-07
8.743409,4.476111e-03,-7.449700e-07
8.773391,4.476101e-03,-7.217040e-07
8.803373,4.476091e-03,-6.896457e-07
8.833355,4.476082e-03,-6.664180e-07
8.863338,4.476073e-03,-6.318176e-07
8.893320,4.476064e-03,-5.946089e-07
8.923302,4.476055e-03,-5.790758e-07
8.953284,4.476047e-03,-5.751337e-07
8.983267,4.476038e-03,-5.700900e-07
9.013249,4.476030e-03,-5.661521e-07
9.043231,4.476023e-03,-5.613052e-07
9.073213,4.476015e-03,-5.533283e-07
9.103196,4.476008e-03,-5.623430e-07
9.133178,4.476001e-03,-5.753861e-07
9.163160,4.475994e-03,-6.054655e-07
9.193142,4.475988e-03,-6.569007e-07
9.223125,4.475981e-03,-7.070448e-07
9.253107,4.475975e-03,-6.899183e-07
9.283089,4.475969e-03,-6.986171e-07
9.313071,4.475963e-03,-6.845809e-07
9.343054,4.475957e-03,-6.441043e-07
9.373036,4.475952e-03,-6.146755e-07
9.403018,4.475946e-03,-5.894334e-07
9.433000,4.475941e-03,-5.775800e-07
9.462983,4.475936e-03,-5.707591e-07
9.492965,4.475931e-03,-5.634280e-07
9.522947,4.475926e-03,-5.411753e-07
9.552929,4.475922e-03,-5.157334e-07
9.582912,4.475917e-03,-5.093557e-07
9.612894,4.475913e-03,-5.132253e-07
9.642876,4.475909e-03,-5.133229e-07
9.672858,4.475905e-03,-4.975496e-07
9.702841,4.475901e-03,-4.665878e-07
9.732823,4.475897e-03,-4.347450e-07
9.762805,4.475893e-03,-4.085041e-07
9.792787,4.475889e-03,-3.946782e-07
9.822770,4.475886e-03,-3.813411e-07
9.852752,4.475882e-03,-3.625976e-07
9.882734,4.475879e-03,-3.359383e-07
9.912716,4.475876e-03,-3.062088e-07
9.942699,4.475873e-03,-2.962176e-07
9.972681,4.475870e-03,-3.041243e-07
10.002663,4.475867e-03,-3.100205e-07
10.032645,4.475864e-03,-3.077439e-07
10.062628,4.475861e-03,-2.936080e-07
10.092610,4.475858e-03,-2.814040e-07
10.122592,4.475856e-03,-2.838563e-07
10.152574,4.475853e-03,-3.238749e-07
10.182557,4.475851e-03,-3.118861e-07
10.212539,4.475848e-03,-3.266338e-07
10.242521,4.475846e-03,-3.508824e-07
10.272503,4.475844e-03,-3.452354e-07
10.302486,4.475841e-03,-3.602674e-07
10.332468,4.475839e-03,-3.759366e-07
10.362450,4.475837e-03,-3.769210e-07
10.392432,4.475835e-03,-3.728073e-07
10.422415,4.475833e-03,-3.726776e-07
10.452397,4.475831e-03,-3.855356e-07
10.482379,4.475830e-03,-3.909002e-07
10.512361,4.475828e-03,-3.896100e-07
10.542344,4.475826e-03,-3.797772e-07
10.572326,4.475824e-03,-3.593938e-07
10.602308,4.475823e-03,-3.546177e-07
10.632290,4.475821e-03,-3.562907e-07
10.662273,4.475820e-03,-3.570486e-07
10.692255,4.475818e-03,-3.582274e-07
10.722237,4.475817e-03,-3.538937e-07
10.752219,4.475815e-03,-3.449355e-07
10.782201,4.475814e-03,-3.599632e-07
10.812184,4.475813e-03,-3.824558e-07
10.842166,4.475812e-03,-3.994585e-07
10.872148,4.475810e-03,-3.940601e-07
10.902130,4.475809e-03,-3.546542e-07
10.932113,4.475808e-03,-3.870652e-07
10.962095,4.475807e-03,-3.360493e-07
10.992077,4.475806e-03,-3.191945e-07
11.022059,4.475805e-03,-3.355740e-07
11.052042,4.475804e-03,-3.140466e-07
11.082024,4.475803e-03,-3.011713e-07
11.112006,4.475802e-03,-3.451129e-07
11.141988,4.475801e-03,-3.353866e-07
11.171971,4.475800e-03,-3.274181e-07
11.201953,4.475799e-03,-3.140145e-07
11.231935,4.475798e-03,-3.185901e-07
11.261917,4.475797e-03,-3.042926e-07
11.291900,4.475796e-03,-2.718908e-07
11.321882,4.475796e-03,-2.274475e-07
11.351864,4.475795e-03,-1.768094e-07
11.381846,4.475794e-03,-1.331986e-07
11.411829,4.475793e-03,-1.226951e-07
11.441811,4.475793e-03,-1.124962e-07
11.471793,4.475792e-03,-1.260394e-07
11.501775,4.475791e-03,-1.368518e-07
11.531758,4.475791e-03,-1.613956e-07
11.561740,4.475790e-03,-1.370785e-07
11.591722,4.475789e-03,-1.432283e-07
11.621704,4.475789e-03,-1.371281e-07
11.651687,4.475788e-03,-1.264532e-07
11.681669,4.475788e-03,-9.469486e-08
11.711651,4.475787e-03,-1.080452e-07
11.741633,4.475787e-03,-8.728440e-08
11.771616,4.475786e-03,-8.394080e-08
11.801598,4.475786e-03,-1.020219e-07
11.831580,4.475785e-03,-6.433144e-08
11.861562,4.475785e-03,-8.779336e-08
11.891545,4.475784e-03,-1.296370e-07
11.921527,4.475784e-03,-1.398309e-07
11.951509,4.475783e-03,-1.566238e-07
11.981491,4.475783e-03,-1.618258e-07
12.011474,4.475783e-03,-1.567024e-07
12.041456,4.475782e-03,-1.358632e-07
12.071438,4.475782e-03,-1.329603e-07
12.101420,4.475782e-03,-1.402667e-07
12.131403,4.475781e-03,-1.488389e-07
12.161385,4.475781e-03,-1.385569e-07
12.191367,4.475780e-03,-1.392094e-07
12.221349,4.475780e-03,-1.516089e-07
12.251332,4.475780e-03,-1.566795e-07
12.281314,4.475780e-03,-1.608639e-07
12.311296,4.475779e-03,-1.703399e-07
12.341278,4.475779e-03,-1.724462e-07
12.371261,4.475779e-03,-1.559937e-07
12.401243,4.475778e-03,-1.382414e-07
12.431225,4.475778e-03,-1.372724e-07
12.461207,4.475778e-03,-1.376667e-07
12.491190,4.475778e-03,-1.407174e-07
12.521172,4.475777e-03,-1.431450e-07
12.551154,4.475777e-03,-1.389771e-07
12.581136,4.475777e-03,-1.471946e-07
12.611118,4.475777e-03,-1.566572e-07
12.641101,4.475777e-03,-1.642146e-07
12.671083,4.475776e-03,-1.735952e-07
12.701065,4.475776e-03,-1.824098e-07
12.731047,4.475776e-03,-1.877773e-07
12.761030,4.475776e-03,-1.860675e-07
12.791012,4.475776e-03,-1.853491e-07
12.820994,4.475775e-03,-1.921779e-07
12.850976,4.475775e-03,-1.929426e-07
12.880959,4.475775e-03,-1.883375e-07
12.910941,4.475775e-03,-1.839259e-07
12.940923,4.475775e-03,-1.745825e-07
12.970905,4.475775e-03,-1.590227e-07
13.000888,4.475774e-03,-1.407086e-07
13.030870,4.475774e-03,-1.240970e-07
13.060852,4.475774e-03,-1.140239e-07
13.090834,4.475774e-03,-1.145510e-07
13.120817,4.475774e-03,-1.217849e-07
13.150799,4.475774e-03,-1.294292e-07
13.180781,4.475774e-03,-1.385130e-07
13.210763,4.475774e-03,-1.477209e-07
13.240746,4.475773e-03,-1.534558e-07
13.270728,4.475773e-03,-1.528719e-07
13.300710,4.475773e-03,-1.632205e-07
13.330692,4.475773e-03,-1.366956e-07
13.360675,4.475773e-03,-1.430700e-07
13.390657,4.475773e-03,-1.476824e-07
13.420639,4.475773e-03,-1.348995e-07
13.450621,4.475773e-03,-1.436787e-07
13.480604,4.475773e-03,-1.559076e-07
13.510586,4.475773e-03,-1.473649e-07
13.540568,4.475772e-03,-1.383330e-07
13.570550,4.475772e-03,-1.499224e-07
13.600533,4.475772e-03,-1.598565e-07
13.630515,4.475772e-03,-1.587987e-07
13.660497,4.475772e-03,-1.464301e-07
13.690479,4.475772e-03,-1.416835e-07
13.720462,4.475772e-03,-1.293345e-07
13.750444,4.475772e-03,-1.096976e-07
13.780426,4.475772e-03,-1.003969e-07
13.810408,4.475772e-03,-1.018551e-07
13.840391,4.475772e-03,-1.084911e-07
13.870373,4.475772e-03,-1.073624e-07
13.900355,4.475772e-03,-1.099578e-07
13.930337,4.475772e-03,-1.116579e-07
13.960320,4.475771e-03,-1.099804e-07
13.990302,4.475771e-03,-1.065087e-07
14.020284,4.475771e-03,-1.055718e-07
14.050266,4.475771e-03,-1.049313e-07
14.080249,4.475771e-03,-1.019741e-07
14.110231,4.475771e-03,-9.547260e-08
14.140213,4.475771e-03,-8.869270e-08
14.170195,4.475771e-03,-8.282834e-08
14.200178,4.475771e-03,-8.288646e-08
14.230160,4.475771e-03,-8.328856e-08
14.260142,4.475771e-03,-8.288607e-08
14.290124,4.475771e-03,-9.763356e-08
14.320107,4.475771e-03,-8.907174e-08
14.350089,4.475771e-03,-6.210471e-08
14.380071,4.475771e-03,-1.146061e-07
14.410053,4.475771e-03,-8.434521e-08
14.440036,4.475771e-03,-1.036588e-07
14.470018,4.475771e-03,-5.525617e-08
