side,x,re_theta_xfoil,theta_x,theta_o,ctau_x,ctau_o,ctau_eq_o,delta_o,s
side_a,0.1429,1107.3237299999998,0.000289,0.00029082294324539037,0.001539856081,0.0015388203173514999,0.0015058507323995314,0.002441572850369344,0.1653699999999999
side_a,0.15127,1176.49224,0.000308,0.00030981357495079594,0.0015281844640000002,0.0015271660557996745,0.0014961166690022148,0.002607926346366615,0.17379
side_a,0.15974,1245.3893099999998,0.000327,0.00032882070250545416,0.001516790916,0.001515712859001224,0.0014858857600451158,0.0027753688455505942,0.1822999999999999
side_a,0.16831,1313.8900199999998,0.000346,0.00034797950627474825,0.001505828025,0.001504823554216693,0.0014764570326838123,0.0029443854074404172,0.19089999999999996
side_a,0.17694,1385.1818999999998,0.000366,0.0003677656260702646,0.001496838721,0.0014959441153342612,0.0014710371934570138,0.003117013473250535,0.19955999999999996
side_a,0.18565,1456.764,0.000386,0.00038702564034296235,0.0014868735999999999,0.0014860319026926403,0.0014613658480064945,0.003288290820873012,0.20828999999999998
side_a,0.19442,1523.6342999999997,0.000405,0.00040689591440037204,0.001478556304,0.0014777310085785456,0.0014554707885380378,0.0034629317393910612,0.21707999999999994
side_a,0.20324,1594.1324999999997,0.000425,0.00042662202163647883,0.0014701089640000002,0.0014694093912274323,0.0014483054149967952,0.0036377093822105738,0.2259199999999999
side_a,0.21211,1664.1042,0.000445,0.000446554789559231,0.0014624505639999998,0.0014617788298187104,0.0014422443937957348,0.0038139669244849758,0.2347999999999999
side_a,0.22103,1733.5107,0.000465,0.0004667479083672963,0.0014554988009999998,0.0014548514471964353,0.0014371537011091456,0.003992151205168863,0.24373
side_a,0.22999,1802.5849500000002,0.000485,0.00048696008047563374,0.0014487919689999999,0.0014482150256026369,0.0014318929828555582,0.004171046544036713,0.25268999999999997
side_a,0.23898,1875.2309400000001,0.000506,0.0005070456329930224,0.001442024676,0.0014415045421859226,0.0014258101236934804,0.0043500076942507605,0.26169
side_a,0.24801,1943.25966,0.000526,0.0005276989771046575,0.0014364100000000002,0.001435931089087459,0.0014222057886603616,0.004532035926011282,0.27071999999999996
side_a,0.25707,2011.4967599999998,0.000546,0.00054791847311368,0.0014302011239999998,0.0014297722281824846,0.001416308450680751,0.004712861244881627,0.27979
side_a,0.26616,2085.59376,0.000568,0.0005692450411048017,0.0014258931210000003,0.0014254965350515032,0.0014149379832576504,0.004899106606266594,0.2888799999999999
side_a,0.27528,2153.2618799999996,0.000588,0.0005894458794748991,0.0014200838560000002,0.0014196655654491596,0.0014085074970591263,0.005081130412010899,0.29799999999999993
side_a,0.28442,2223.14841,0.000609,0.0006107394612210581,0.0014158663840000002,0.0014154854383416188,0.0014063834317202145,0.005268368095625484,0.30713999999999997
